,id,title,abstract,application_number,assignee_cities,assignee_countries,assignee_names,cpc,family_count,family_id,filing_status,inventor_names,jurisdiction,kind,legal_status,original_assignee_names,priority_year,publication_year,times_cited,year,current_assignee_names,publications,researchers,date_dimensions,embeddings,truncated,proba_scope,pred_scope,threshold_scope,proba_pillar,pred_pillar,pred_combined,date_ML,scope_LLM,confidence_LLM,pillar_LLM,plant_based_LLM,fermentation_LLM,cultivated_LLM,cross_cutting_LLM,status_LLM,stop_reason_LLM,date_LLM,assignee_names_cleaned,scope_curated,pillar_curated
213,KR-102959889-B1,Meat substitutes containing animal myoglobin,"Meat substitutes or food ingredients comprising animal myoglobin protein, genetic constructs comprising nucleic acids encoding said protein, host cells comprising said genetic constructs, and methods for producing said myoglobin or said meat substitutes are described herein.
    
      
    ",KR1020237025875,,,,"['A23J1/008', 'A23L33/17', 'A23L13/426', 'A23J3/26', 'A23J3/04', 'C12R2001/84', 'A23J3/227', 'A23L13/43', 'C07K14/805', 'A23L13/424']",,79927393,,,KR,,,,,2026,,,,,,training,,,0.9601899296303887,,,,F,in,260708,out,7.0,NA,False,False,False,False,ok,tool_use,260709,,,
214,EP-4597070-A1,DEVICE AND METHOD FOR GENERATING MICROTISSUE FRAGMENTS,"Cutting member (100) for mincing biological tissue comprising a cutter body (10) having a plurality of ducts (2) with two open ends, each duct (2) opening on one open end into a circumferential cutting blade (3) for incising a biological tissue, said blade (3) having a circular cross-section or a regular polygonal cross-section of at least five angles. A plurality of circumferential cutting blades form at least a portion of a cutting surface (13) of said cutter body. The cutting member (100) may be arranged to cooperate with a stamping member comprising a stamp body with a plurality of stamp rods, each stamp rod being dimensioned to match a duct (2) of the cutting member (100). The application further concerns a device comprising the cutting member (100) and the stamping member, as well as a method for generating minced tissue graft using the cutting member (100) and the stamping member.
",EP24155607.5,,,,"['G01N1/08', 'G01N2001/288', 'G01N1/286', 'G01N2001/2873', 'G01N2001/085']",,89843452,,,EP,,,,,2025,,,,,,training,,,0.8918112775255633,,,,CC,in,260708,out,1.0,NA,False,False,False,False,ok,tool_use,260709,,out,NA
215,WO-2025191073-A1,EMULSIFYING COMPOSITION COMPRISING BREWER'S SPENT GRAINS AND METHOD OF PREPARING AND USE OF THE EMULSIFYING COMPOSITION,"The present invention relates to an emulsifying composition, wherein the composition comprises milled brewer's spent grains having a volume-weighted mean particle size of 160 &#181;m or less, and preferably a particle size distribution with a 10% cumulative particle size (d10) of 10 &#181;m or less and a 90% cumulative particle size (d90) of between 120 &#181;m and 275 &#181;m, and a protein content of between 15-30 wt.% with respect to the total weight of the brewer's spent grains. The present invention further relates to the use of the emulsifying composition of the present invention in the preparation of food products. Further, the present invention also relates to a method of preparing an emulsifying composition comprising milled brewer's spent grains, the method comprising the successive steps of: a) providing brewer's spent grains, b) milling the brewer's spent grains provided in step a), and c) optionally, sieving the milled brewer's spent grains.",EP2025/056890,,,,"['C12F3/06', 'A23L29/10', 'A21D13/00', 'A21D2/368']",,90720930,,,WO,,,,,2025,,,,,,training,"[ 4.30109233e-01 -4.89276707e-01 -1.14968576e-01  5.36009250e-03
 -4.51671705e-03 -4.54092324e-01 -1.48976490e-01 -1.46288887e-01
  1.22348584e-01  4.05391723e-01  9.17865708e-02  9.37004983e-02
  1.84698731e-01  4.31827575e-01  2.04614058e-01  3.44546854e-01
  1.03965409e-01  2.69980729e-01 -2.60439754e-01  1.37515832e-02
 -3.14024746e-01 -3.00525427e-01  2.43388250e-01 -3.63179505e-01
 -2.48217583e-01  2.48539429e-02 -6.20306879e-02 -1.04556955e-01
 -1.87157869e-01 -2.94043630e-01 -1.13335334e-01  2.70130426e-01
 -2.42190614e-01 -1.13102399e-01 -1.16931806e-04  1.35767117e-01
 -7.30704665e-02 -2.54061557e-02 -2.28099868e-01  6.86191857e-01
 -1.49766356e-01  5.75557426e-02 -1.56569064e-01  1.03946462e-01
 -4.14808184e-01  8.38743970e-02  5.23454398e-02 -5.75127780e-01
  5.33850133e-01 -2.61710975e-02  6.29899502e-02 -4.42858338e-01
  2.07091551e-02  1.23468623e-01  2.68791646e-01  3.86804879e-01
  9.31804851e-02 -1.69506252e-01  1.76526219e-01  1.94881991e-01
  7.40866482e-01  8.91941115e-02 -2.82522272e-02 -1.60955861e-02
  2.05866575e-01  1.43168271e-01  2.06303418e-01 -8.05005193e-01
  2.76646852e-01  1.37144970e-02 -1.81915268e-01  1.44973323e-01
 -3.98587048e-01 -1.82692587e-01  1.27865881e-01 -1.72476783e-01
  2.97408640e-01 -1.12723395e-01 -1.43185183e-01  1.45530105e-01
 -1.23675570e-01 -3.97287697e-01 -8.59420523e-02 -3.41958642e-01
  1.96811840e-01  2.07819790e-01 -1.93676293e-01  1.45334341e-02
  2.13503733e-01 -8.56615454e-02 -1.32522389e-01 -1.91271290e-01
 -1.41329214e-01  4.42832083e-01  1.48153946e-01 -4.04831618e-02
 -5.61293848e-02 -2.40406647e-01  1.29147038e-01 -2.83910125e-01
  1.18306058e-03 -5.23615703e-02 -4.09558266e-01  1.54580399e-01
 -5.11631131e-01  3.83539647e-01  3.81210834e-01  4.04779874e-02
 -2.85918027e-01 -1.06330089e-01  3.50918144e-01 -6.16489127e-02
 -7.15514496e-02 -2.91239053e-01 -4.93837744e-01  1.99731849e-02
  4.94073145e-02  1.35183439e-01 -3.15398306e-01 -6.34512454e-02
 -2.30492860e-01  3.42896938e-01 -2.92643338e-01 -8.01401362e-02
  2.82493383e-01 -4.20062914e-02  1.66078344e-01  8.76416415e-02
  1.53212994e-01 -4.04393047e-01  7.71983191e-02 -8.28377437e-03
 -4.30542603e-02  3.48838210e-01  1.42296016e-01 -3.64640683e-01
 -2.57301480e-01  3.54953110e-01 -2.98819274e-01 -1.94519669e-01
 -3.46159697e-01 -8.95940289e-02  5.60546014e-03  3.38790804e-01
 -1.34191841e-01 -3.69014852e-02  1.20692030e-01 -4.95539606e-03
 -1.27140000e-01  2.02103376e-01  1.00310877e-01  1.33702308e-01
  2.35582009e-01  7.37210438e-02  2.10222244e-01  2.64171995e-02
 -7.39772767e-02  3.00654799e-01  3.23021822e-02  2.50290781e-01
  2.11255610e-01  1.85000151e-01 -1.66146696e-01 -1.71591952e-01
  3.90547812e-01  1.83351740e-01 -1.00497350e-01 -2.81674564e-01
 -1.70381472e-01 -2.02017859e-01  7.64035642e-01  1.57025471e-01
  3.18853587e-01 -1.30359277e-01  1.60012126e-01  1.66673064e-01
 -4.91405427e-02  2.36554667e-02 -2.96975791e-01  3.09067994e-01
 -8.29121470e-02  2.64911801e-01  4.36922610e-01 -3.44408900e-01
 -1.96676999e-01 -2.69907229e-02  6.54992685e-02  4.92176831e-01
 -2.71390900e-02 -3.04493964e-01  2.96191722e-02 -7.62954131e-02
  1.95132032e-01 -8.88380129e-03  5.77065423e-02  2.05666915e-01
  4.41881130e-03 -8.20003867e-01 -3.96265328e-01 -3.89910378e-02
  2.80475080e-01  1.58087939e-01  2.95153975e-01 -9.22818407e-02
 -1.76167592e-01  2.55438089e-01 -2.83305589e-02 -2.85614561e-02
 -5.10362566e-01  2.40131095e-01 -4.01292682e-01 -4.32243317e-01
 -1.01786777e-01  1.66427121e-01  1.91310093e-01 -3.94384116e-01
  1.43091202e-01  2.66018748e-01 -1.20715657e-02 -7.66137987e-02
 -1.35063469e-01  3.80976468e-01  2.66507477e-01  1.52757196e-02
  2.06252277e-01 -1.33734375e-01  2.48923078e-01 -3.26862186e-01
 -1.40204057e-01  3.05280328e-01  4.21124309e-01 -7.37498701e-02
  7.87677243e-03  3.32956851e-01 -1.86298236e-01 -6.70003286e-03
  5.37738323e-01  2.50290819e-02  1.42068058e-01  2.06683293e-01
 -2.87437439e-01 -1.97518021e-01  1.85486656e-02  6.57348484e-02
  2.62768716e-01  6.98114336e-02  3.08222055e-01  6.61019459e-02
  7.28036612e-02  2.20648795e-01 -1.46277905e-01 -2.31487304e-02
 -7.40463510e-02 -3.06392070e-02 -1.24640755e-01  2.35442556e-02
  2.36536458e-01  1.27626970e-01 -5.64185642e-02  6.81519985e-01
 -2.32349243e-02 -1.98037550e-02 -1.20248795e-01  2.47089252e-01
 -2.15813980e-01 -4.44314808e-01 -2.45579600e-01  3.33865404e-01
  1.36333331e-01 -1.51867568e-01  1.58495203e-01  2.01571658e-01
  6.52258992e-02  4.75184061e-02  3.87528330e-01 -1.89738929e-01
 -2.47429088e-02 -2.30821565e-01 -1.53892383e-01  1.25980034e-01
  3.24505329e-01  3.81010724e-03 -1.11970389e-02 -2.56777070e-02
 -2.74743363e-02  2.13920176e-01 -3.05764347e-01 -6.24280795e-02
 -2.34034687e-01 -1.76144630e-01  2.08552003e-01  2.76596397e-01
  1.78981110e-01 -1.51155561e-01 -2.91525841e-01 -1.71030134e-01
  6.97765946e-01  7.19176233e-01 -2.29555946e-02  2.42021367e-01
 -3.92364770e-01  7.97599629e-02  5.81768155e-02  7.34748840e-02
 -8.21887180e-02  2.97047906e-02  1.00163743e-01 -1.54110268e-01
 -1.92784760e-02 -4.74559277e-01  7.15886652e-02  1.61117479e-01
 -3.07823807e-01  3.66655827e-01  6.62919879e-02 -4.35039639e-01
  3.18461023e-02 -5.39256744e-02  6.21874221e-02 -2.73884028e-01
 -2.43541077e-02 -1.35698602e-01 -1.68838307e-01 -1.21644951e-01
 -3.45471531e-01  1.66831881e-01 -1.04989462e-01  1.19841464e-01
  1.77446216e-01 -1.20624244e-01  2.26333305e-01  1.57423392e-01
 -5.65444827e-02  8.00191015e-02  2.35450700e-01  1.84376121e-01
 -2.73896992e-01  8.65696147e-02 -2.20527709e-01 -3.25346082e-01
  1.13100618e-01 -1.43684030e-01 -1.11866042e-01 -7.53086507e-02
  7.58588493e-01  5.55341914e-02  1.66643977e-01  1.50629714e-01
 -2.55922735e-01  1.94571108e-01 -1.92789704e-01  3.19523573e-01
  1.88907832e-02 -2.43515149e-01 -2.72020131e-01  8.69129300e-02
  8.31692293e-02 -4.91663143e-02  5.76594006e-03  1.70783438e-02
  1.62724942e-01 -6.59485161e-02  1.12949334e-01 -3.13776344e-01
  5.35329208e-02  1.96557194e-01  2.30933398e-01  1.67070180e-01
  9.82875526e-02  1.70095593e-01 -1.20609246e-01  4.33827564e-02
 -2.33246580e-01  6.83983788e-02  2.15856861e-02  1.45070041e-02
  4.88029644e-02  1.04876138e-01 -2.16525242e-01 -7.74450749e-02
 -2.83722882e-03  5.41818775e-02  7.67786264e-01 -2.38455623e-01
 -3.47196639e-01  9.35984850e-02  3.84142607e-01 -1.91940904e-01
  4.33115736e-02  5.75832248e-01 -7.62966126e-02 -2.01753885e-01
 -2.43173897e-01 -1.22721508e-01  4.89403248e-01  1.75846562e-01
  3.06490183e-01 -3.14578302e-02 -2.79963791e-01  2.42706805e-01
  1.11271977e-01  1.66065887e-01 -2.76908994e-01 -1.15833610e-01
 -1.96028724e-02 -2.81238943e-01 -6.89288601e-02  3.85022908e-02
 -4.65836115e-02 -3.41492653e-01  1.04426987e-01  2.52614282e-02
 -2.29201958e-01 -2.68436462e-01  1.22121714e-01 -1.97442219e-01
 -9.95910540e-02  4.53702360e-02  1.05097234e-01 -4.39751863e-01
  4.59263623e-02 -1.97275564e-01  2.62813773e-02 -6.63115317e-03
  2.71728694e-01  2.12377191e-01 -6.65217042e-01  4.29190934e-01
  7.67471036e-03  1.50963306e-01  1.27622589e-01  1.00522995e-01
 -5.77119365e-02  2.01549366e-01  2.74161637e-01  3.18699211e-01
  1.94978565e-01  5.99875189e-02  1.52661711e-01  2.74586566e-02
 -2.95939595e-01  1.66917503e-01  4.03133303e-01 -3.33036184e-02
  4.69814122e-01  5.37087098e-02  6.22581095e-02 -1.74532026e-01
  2.24809527e-01  3.54797095e-01  4.98482995e-02 -1.80666476e-01
 -4.70801622e-01  3.96286339e-01  5.46188466e-03 -5.78137875e-01
 -3.37174945e-02  4.25563529e-02 -1.75436884e-01  4.41666096e-02
  4.76621181e-01  1.05534399e+00  1.41866237e-01 -4.93267141e-02
  1.70335621e-01 -2.63843685e-01 -2.97329903e-01  2.41250828e-01
  1.60891905e-01  3.36728990e-02 -6.05283380e-01 -6.23641908e-02
  4.88232337e-02  3.73537570e-01  1.06859781e-01 -1.56939879e-01
  2.25739583e-04  3.03211689e-01  3.50690410e-02  4.94796306e-01
 -5.50343871e-01  1.56136483e-01 -2.02361137e-01  1.79705426e-01
  8.54829848e-02  1.34617984e-01  1.51622295e-01  2.26222184e-02
  1.84014902e-01 -1.55743733e-01  1.89850070e-02  6.68685585e-02
 -1.24214374e-01 -5.58027089e-01 -2.59520561e-01  3.62225592e-01
 -1.34846136e-01 -9.45474505e-02 -2.64919102e-01  4.75023955e-01
  4.76988554e-02 -7.39093348e-02 -2.27793250e-02  2.47017398e-01
 -2.55492568e-01  1.02690596e-03 -6.67349398e-02  2.19060868e-01
  2.73704305e-02  1.92817710e-02 -4.67836857e-03 -6.76436201e-02
 -1.62634216e-02  1.21634886e-01 -2.56099105e-01 -4.85415041e-01
  2.24405453e-01 -2.69733131e-01  5.03518105e-01 -5.16461721e-03
 -7.43724704e-02  9.39836279e-02 -2.60833561e-01 -8.66526142e-02
  4.76755798e-02 -5.02604902e-01 -1.50400132e-01 -1.61062494e-01
 -2.84786403e-01  2.23848134e-01  1.62248328e-01 -1.95236132e-02
 -6.33329749e-01 -2.11162046e-02 -9.10315067e-02 -1.39048040e-01
 -7.31674656e-02 -7.97051266e-02  3.22735570e-02 -2.04432547e-01
 -2.87752062e-01  1.95068374e-01  6.23482428e-02  2.63598531e-01
  3.80834818e-01 -2.38272324e-01  3.84518149e-04 -1.02618918e-01
 -3.92651558e-02 -2.73588151e-01  2.79323608e-01 -2.22848013e-01
  2.68822193e-01 -2.47976542e-01  4.96090114e-01 -2.38408476e-01
 -1.23210542e-01  5.64681366e-02  1.69107720e-01  7.24950612e-01
  1.67732701e-01  1.12488709e-01 -1.45723149e-01  1.23178875e-02
  6.97274581e-02  1.03520267e-01 -7.96289518e-02 -9.77422372e-02
  1.37087837e-01  8.27390179e-02 -9.78065655e-02 -6.90364614e-02
  9.61878821e-02 -1.56715121e-02  1.02088181e-02  2.10674420e-01
 -5.50811768e-01 -1.79756861e-02 -1.05717927e-01 -7.95525536e-02
  2.06591249e-01 -1.96997106e-01  1.01475716e-01 -1.03940837e-01
  2.96101183e-01 -1.02804066e-03  2.38855910e-02 -4.53460783e-01
  2.45981524e-03  4.80113402e-02  7.61430487e-02  2.26373762e-01
 -1.84793510e-02  2.10162759e-01  8.43534097e-02  1.40240148e-01
 -1.03300989e-01 -5.31100668e-03 -2.32995614e-01 -2.86237150e-01
 -1.27693743e-01  4.16229457e-01  1.49177670e-01  1.20558791e-01
  4.36672688e-01 -6.06453512e-03 -3.07155937e-01  1.06366768e-01
  6.08158886e-01  3.80489379e-01  3.91476005e-01  4.76372838e-01
  3.23528089e-02 -9.75629538e-02  2.51555473e-01 -1.15855157e-01
  4.47541893e-01  9.70566869e-02  2.71265268e-01  3.69154781e-01
  1.73225477e-01 -1.23031577e-02 -9.40919444e-02  1.63281709e-01
  1.89811021e-01 -6.12691231e-02 -1.26702845e-01  3.14229280e-01
  1.73842728e-01 -3.57676715e-01  7.65625000e-01 -1.21677332e-01
  2.90832639e-01  3.65787782e-02 -6.37885109e-02 -5.79627454e-01
 -3.02648276e-01  2.59167910e-01  3.78619730e-01  1.22035943e-01
 -1.95313722e-01  6.52477816e-02 -9.14573073e-02 -4.89843249e-01
  1.03006186e-02  1.00634582e-01  2.52120972e-01  4.26389053e-02
 -5.09850942e-02  2.95319468e-01  2.71687657e-01 -1.84516549e-01
  1.42179236e-01  3.25050771e-01 -4.84188676e-01  5.24154566e-02
 -1.78161278e-01  1.22152351e-01  1.43357038e-01  4.49553102e-01
 -1.01524927e-02 -8.22517201e-02 -4.36146259e-01  9.05261654e-03
 -1.04781948e-01 -6.94694296e-02  6.89494908e-02  1.78928211e-01
  4.87491429e-01 -1.47962242e-01 -2.61985838e-01  6.37890473e-02
 -9.00824368e-02  3.53311330e-01 -1.38276607e-01  5.06477356e-01
 -8.97391066e-02  6.44328594e-02  2.05036223e-01 -1.81003824e-01
 -1.23880073e-01 -4.77365628e-02  2.20873370e-03  1.30088404e-01
 -1.86773807e-01 -1.34666249e-01  1.57381564e-01  1.54178828e-01
  5.10590449e-02  1.91907570e-01  4.60960209e-01  6.59883954e-03
  3.72696221e-01 -9.74695608e-02 -7.17510104e-01  2.80300528e-02
 -3.47169954e-03  3.02441493e-02 -7.05195069e-01  1.55302256e-01
 -3.56242269e-01  1.24364711e-01  2.08761722e-01  1.72159284e-01
 -1.80347562e-01 -9.09796134e-02 -1.09995892e-02  4.84766066e-02
  2.11854771e-01 -1.01311088e-01  2.48880655e-01  6.80147037e-02
 -3.47683668e-01  1.62458271e-01  2.40241244e-01  5.86126000e-02
  1.65639833e-01  3.74932438e-01 -2.60068160e-02  1.09128058e-01
  2.87806302e-01  2.99753338e-01 -1.94330588e-02 -3.41209352e-01
 -4.36048925e-01 -6.19349517e-02 -5.32401875e-02 -4.69436526e-01
 -1.48292884e-01 -2.98565943e-02  5.39215021e-02  2.92549208e-02
 -6.68622255e-02 -3.64393175e-01  1.86954990e-01  2.83560187e-01
  4.98351175e-04 -7.12755248e-02  1.47524914e-02 -2.75002331e-01
 -4.00909543e-01  5.39659381e-01  6.64184317e-02  1.08622521e-01
 -1.75039768e-01 -3.93703580e-01  1.39500409e-01  1.91687033e-01
  2.84703702e-01 -2.24889368e-01 -6.60092607e-02  5.99707216e-02
  2.19359443e-01 -6.69501349e-02 -1.22748516e-01 -2.53157854e-01
 -5.31813949e-02  1.40501186e-01 -2.06621289e-01  9.38979387e-02
  6.61126301e-02 -1.72738031e-01 -2.74325330e-02 -3.24773401e-01
 -1.19469546e-01 -9.10777971e-03 -5.09609461e-01 -3.34562749e-01]",False,0.7561594594452808,1,0.28300000000000003,0.6592552291457284,PB,in,260708,,,,,,,,,,,,,
